Sentence,Sentiment,Cleaned_Sentence
@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?,neutral,is 2513 and 1555 on time or cancelled flightled
@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,positive,that would be great thank you ill send it over when you follow
@united worked out after all. Thanks for your immediate reply!!,positive,worked out after all thanks for your immediate reply
@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,negative,not sure why i would bother when the agent at the airport didnt help amp nobody on phone would ticket cancelled flightled for no reason
@AmericanAir @USAirways need to be reported to the @BBB_media for their complete disregard for paying customers! #DoNotFlyWithThem,negative,need to be reported to the for their complete disregard for paying customers donotflywiththem
@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo,negative,look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight
"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/",negative,worst airline beware they do not maintain there plain been on the runway the past 4 hours
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",positive,despite shaky connections looks like ill get home tonight great job was touch and go for a while
@SouthwestAir I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,neutral,i will be writing in about the service via email my company also transports well over 100 clients monthly via sw
@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,positive,shows us their sense of humor with these tongueincheek flight etiquette videos
@JetBlue offers hot tea and coffee...at the gate! You guys make me wonder why I have ever flown any other airlines! ☕✈👍,positive,offers hot tea and coffeeat the gate you guys make me wonder why i have ever flown any other airlines hotbeverage airplane thumbsup
@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.,positive,hmmmseems like this could be something to be changed to be more flyerfriendly
@AmericanAir no date on when revieving our money sent a letter in post and several emails no reply?? very frustrated,negative,no date on when revieving our money sent a letter in post and several emails no reply very frustrated
@united three delayed flights and missed connections on first class flights and not get any compensation for losing those seats...,negative,three delayed flights and missed connections on first class flights and not get any compensation for losing those seats
@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,negative,thats not good enough for all of us affected by the awful organization and timing and have now been set back
@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative,requested window seat and confirmed window but got stuck in middle seat not a good way to treat silver member unamusedface
@JetBlue now when I call it's still at the warehouse and might be going out tonight,negative,now when i call its still at the warehouse and might be going out tonight
@united recent services have been very bad. My NC trip was aweful. Very disappointed and never again.,negative,recent services have been very bad my nc trip was aweful very disappointed and never again
@USAirways we got our bags today. Thanks!,neutral,we got our bags today thanks
RT “@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKyga” @hellobrittNEY_,neutral,rt our fleets on fleek
@USAirways flight scheduled for 730pm...told at 150am that flight is Cancelled Flightled after sitting on cold plane for 2 hours.,negative,flight scheduled for 730pmtold at 150am that flight is cancelled flightled after sitting on cold plane for 2 hours
@USAirways thank you finally got our bag. Customer services reps were wonderful.,positive,thank you finally got our bag customer services reps were wonderful
"@southwestair is your companion pass broken today? 
purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS (SW900001-vyiL1XKlROG24fS-918j_A)",neutral,is your companion pass broken today purchaseerrorinvalidloyaltymemberaccountstatus sw900001vyil1xklrog24fs918ja
@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,neutral,thank you we are signed up for notifications we shall watch and wait snowflake snowflake
@united maybe one day you'll be the one quoted on http://t.co/mJkpgVXmPC,negative,maybe one day youll be the one quoted on
@AmericanAir Not very helpful if my flight is already Cancelled Flightled! What about reFlight Booking Problems? AA has my email and cell - yet no notifications.,negative,not very helpful if my flight is already cancelled flightled what about reflight booking problems aa has my email and cell yet no notifications
"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",positive,thanks for offering this service guys
"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",positive,thanks for forcing me to check in my carry on luggage that is exactly why i spent extra money on travel size toiletries
@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,negative,gate announcement states delay due to maintenance yet app says late flight arriving aircraft tell the truth
@united I think we both have the same status (nothing). I think there was a bug in your search system.,negative,i think we both have the same status nothing i think there was a bug in your search system
@united Worst customer non-service for sure!,negative,worst customer nonservice for sure
@united I will not be flying you again,negative,i will not be flying you again
"@USAirways thank you, but it says the website is down",neutral,thank you but it says the website is down
@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.,negative,you respond to complaints about cultural appropriation with more of it youre now below spirit airlines on my fly list
@united and waiting,negative,and waiting
@JetBlue of my tray table is broken what do i do?,neutral,of my tray table is broken what do i do
@AmericanAir what about flight 1239?,neutral,what about flight 1239
@AmericanAir DMing you now! Big thanks.,positive,dming you now big thanks
"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)",positive,alright done alternatively if youd like to charter a private jet for me to pitt i will gladly accept
@AmericanAir which one.?i have been booked on 6 different ones in the past 2 days,negative,which onei have been booked on 6 different ones in the past 2 days
@united silence is very telling,negative,silence is very telling
@USAirways holding 30+ min and listening to your shitty ads on repeat for your credit make me hate your airline even more.  @delta is better,negative,holding 30 min and listening to your shitty ads on repeat for your credit make me hate your airline even more is better
@united stay more than 24h traveling ans sleeping on the airports floor,negative,stay more than 24h traveling ans sleeping on the airports floor
"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",neutral,hello good afternoon how are you i need know how much flying for summer from june 13th
"@SouthwestAir change your hold music, going on hour 3 and i'm about to loose it",negative,change your hold music going on hour 3 and im about to loose it
"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe",negative,comin in clutch and sending me to charlotte then home i h8 u except for wayne u a real g thankjesus thankme
@AmericanAir its now 17 days since I contacted customer relations... #surf #fail #BaggageDrama http://t.co/CS1673hrqQ,negative,its now 17 days since i contacted customer relations surf fail baggagedrama
@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,negative,is late flight again everyone braved the weather and 40 passengers are waiting for a flight crew really
@USAirways — I had exceptional service on flight #403 from IND to PHX!!,positive,i had exceptional service on flight 403 from ind to phx
"@USAirways  I have a party of 4 booked for a flight in Aug. At 10:05am, how can I find out how much it would cost to change to an earlier fl",neutral,i have a party of 4 booked for a flight in aug at 1005am how can i find out how much it would cost to change to an earlier fl
"@AmericanAir Thank you, you too!",positive,thank you you too
@united you know what would be awesome? Providing us with complimentary entertainment on your flights. Especially those longer than 6 hours.,neutral,you know what would be awesome providing us with complimentary entertainment on your flights especially those longer than 6 hours
@AmericanAir - cluster continues-still on connecting instead of direct..bag charged and seats not together. #shafted,negative,cluster continuesstill on connecting instead of directbag charged and seats not together shafted
@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,negative,seriously did you not see that ive spent 2 days for multiple hours on hold just to have to hang up after the hours
@VirginAmerica Will flights be leaving Dallas for LA on February 24th?,neutral,will flights be leaving dallas for la on february 24th
@USAirways Ill never fly you again due to the emotional &amp; financial stress you have caused me because of one of your staff members errors.,negative,ill never fly you again due to the emotional amp financial stress you have caused me because of one of your staff members errors
"@AmericanAir Thanks, but that results in missing the conference I'm attending. Are there options to book earlier,or if not,receive a refund?",negative,thanks but that results in missing the conference im attending are there options to book earlieror if notreceive a refund
@AmericanAir my flight out of TYR tomorrow was Cancelled Flighted due to weather. How long until a rebook?,negative,my flight out of tyr tomorrow was cancelled flighted due to weather how long until a rebook
"@JetBlue Well, I try! See you soon!! @JayVig",neutral,well i try see you soon
@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me,negative,has the worst customer service cant even get through to a rep you gotta be kidding me
"@USAirways I already did. My question is, why does it still say in progress on @AskPayPal? It's been 6 days.",negative,i already did my question is why does it still say in progress on its been 6 days
@AmericanAir are flights from Columbus Ohio to Dallas Texas Cancelled Flighted?,neutral,are flights from columbus ohio to dallas texas cancelled flighted
@AmericanAir I bet they do! I'm sure they have some form of wear and tear on their skin. I hope they will survive the rest of the winter xxx,neutral,i bet they do im sure they have some form of wear and tear on their skin i hope they will survive the rest of the winter xxx
@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?,neutral,why is my ktn not showing on my boarding why is tsa precheck not applying to my boarding pass
"@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks",negative,not tonight we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed thanks
@united even though technically after I land I will be silver?,neutral,even though technically after i land i will be silver
"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",negative,flight 1562 had a 4 12 hour weather delay but what is the 45 minute delay in getting bags to tired passengers
@united I am going to a service desk now to see what the options are.,neutral,i am going to a service desk now to see what the options are
"@AmericanAir @NY_NJairports AA1224: 45 mins for Priority bags to arrive, now Late Flight for evening plans! Delta 20 min bag guarantee anyone? :(",negative,aa1224 45 mins for priority bags to arrive now late flight for evening plans delta 20 min bag guarantee anyone
@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/vGqOihtRkH,neutral,airways to continue various commercial relationships with lufthansa
@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,positive,sooo earlier i said i couldnt fly with you for my school trip but now i can smirkingface
@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on,negative,any direct number to dividend miles account info every time i try them i get actually hung up on
@SouthwestAir not yet! Supposed to get it early evening tonight. Don't want to have to go to the store and buy new necessities.,negative,not yet supposed to get it early evening tonight dont want to have to go to the store and buy new necessities
"@AmericanAir To think that I'm a ""Priority Member""! Wonder how you treat the plebes. I know which rewards card I'm Cancelled Flightling immediately.",negative,to think that im a priority member wonder how you treat the plebes i know which rewards card im cancelled flightling immediately
@JetBlue April 6th. Anything specific I should know for my first flight?,neutral,april 6th anything specific i should know for my first flight
"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!",negative,has me stranded weather not to blame 1hr hold to speak to an agent that doesnt understand the concept of time zones thanks
@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage,neutral,i am good i just did not understand the terminology but the merger brings new verbiage
@AmericanAir not yet. I'm next in the terminal a customer service area.,negative,not yet im next in the terminal a customer service area
@VirginAmerica everything was fine until you lost my bag,negative,everything was fine until you lost my bag
"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra",negative,by the time the 2 hrs passed before i got a call back the ticket was more it wasnt my fault yet i had to pay extra
@AmericanAir but have been yet to receive assistance from one of your agents in securing a new connection. Many will now miss work tomorrow.,negative,but have been yet to receive assistance from one of your agents in securing a new connection many will now miss work tomorrow
"@USAirways Awesome USAir, TYSVM &lt;3",positive,awesome usair tysvm lt3
@AmericanAir is there not an email address I can send my issue to? you guys screwed up and rebooked my flight to the wrong day!  please help,negative,is there not an email address i can send my issue to you guys screwed up and rebooked my flight to the wrong day please help
@JetBlue trivia contest to win flight. 1 question. RT and Follow &amp; I'll send you answer to enter. http://t.co/AucSYKFUHD via @WSJPlus,neutral,trivia contest to win flight 1 question rt and follow amp ill send you answer to enter via
@AmericanAir Thanks so much!,positive,thanks so much
@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.,negative,very poor customer service i will think again befor flight booking problems another united flight
@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,neutral,is there special assistance if i travel alone w2 kids and 1 infant priority boarding
@JetBlue is that one on the picture http://t.co/lxwbsfxfj0,neutral,is that one on the picture
@jetblue is the website down? Can't print boarding pass,negative,is the website down cant print boarding pass
@JetBlue  anywhere... away from this snow globe to warmth sand and palm trees..,neutral,anywhere away from this snow globe to warmth sand and palm trees
@JetBlue I had to call back five times to get someone on the phone who knew what they were doing. By that time my getaway went up by $200.,negative,i had to call back five times to get someone on the phone who knew what they were doing by that time my getaway went up by 200
@JetBlue still waiting for bags from flight 26. It landed an hour ago.,negative,still waiting for bags from flight 26 it landed an hour ago
@JetBlue it's ok. Things happen. Just very frustrated when you have to change your schedule. See you tomorrow for a new rescheduled flight.,negative,its ok things happen just very frustrated when you have to change your schedule see you tomorrow for a new rescheduled flight
"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",negative,however is completely under your controlthe price was and still is displayed on
@USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?,negative,who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay
"@USAirways awesome! And yes, @UpInAirClaire is!",positive,awesome and yes is
@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane,negative,mco to lag two hour delay and sitting in tarmac going on 40 minutes with infants crying on plane get us off this plane
"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated.",positive,thanks for the reupgrade to 1st class it may be a 45 min flight but it is appreciated
@SouthwestAir how do I get a companion pass,neutral,how do i get a companion pass
@united reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries,negative,reservation was made last july i want to know why i wasnt reseated this only happens on international itineraries
"@USAirways 6 hours, no agent. Should I keep waiting?",negative,6 hours no agent should i keep waiting
@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,negative,you really need a better system for handling cancelled flightled flights
@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,neutral,origindestinationdates are the same going from us airways connecting flight to aa direct flight award is saver level
"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines.",negative,found a group of people who actually hates people more than isis thats right united airlines
"@AmericanAir I've been on hold for 55 mins about my Cancelled Flighted international flight. Am out of country, so can't leave a call back #. Help?",negative,ive been on hold for 55 mins about my cancelled flighted international flight am out of country so cant leave a call back help
@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?,negative,hopefully that will help someone in the future would there have been a different procedure if i had discovered the theft sooner
@united When will email address/username sign-on be available? It's been a while.,negative,when will email addressusername signon be available its been a while
@united I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,neutral,i know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours foldedhands
@united ZCC82U Cancelled Flight flight 16h in advance??? Need connect flight reschedule so the link isn't helping. Help!? Gf waited months to see me.,negative,zcc82u cancelled flight flight 16h in advance need connect flight reschedule so the link isnt helping help gf waited months to see me
@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. 👎😡✈️ #notahappycustomer #leavingtomm,negative,its not cool that my flight was cancelled flightled after sitting on the plane for over an hour thumbsdown enragedface airplane notahappycustomer leavingtomm
@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.,negative,rapid rewards program sold me short lasttweetaboutthis but still disappointed
@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault,negative,any help is appreciated thats a looong wait for help on something thats not his fault
@southwestair Great job celebrating #MardiGras2015 .  You own the industry . Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,positive,great job celebrating mardigras2015 you own the industry another reason im nuts for you
This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp,negative,this shits gotta stop rt our fleets on fleek
"@USAirways will do.  maybe the pre-purchase meal email is because the flight is 9 min short of 3 hours, so I guess there are none offered",negative,will do maybe the prepurchase meal email is because the flight is 9 min short of 3 hours so i guess there are none offered
@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,positive,thanks connection thru nashville have a1 boarding pass get to dallas gate boarding 40 min before flt get end of b group
@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.,negative,okay thanks if you could please update me i was told at the airport someone would call me today but they havent
Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!,positive,looking forward to using passbook when i fly in a few weeks
@AmericanAir we had to sit in the airport a long periolodicly time. the planes were nasty,negative,we had to sit in the airport a long periolodicly time the planes were nasty
@JetBlue your airline should have a better system to Inform your clients when their flights are Cancelled Flightled last min. 😒👺 we have schedules too,negative,your airline should have a better system to inform your clients when their flights are cancelled flightled last min unamusedface goblin we have schedules too
@SouthwestAir I have the DM from @SouthwestVerity if needed,neutral,i have the dm from if needed
"@united finally made it to rep, who solved my problem.",positive,finally made it to rep who solved my problem
"@AmericanAir your DCA baggage claim employees should realize a please, a thank you and an apology can go a long way #customerservice #DCA",negative,your dca baggage claim employees should realize a please a thank you and an apology can go a long way customerservice dca
"@VirginAmerica awaiting my return phone call, just would prefer to use your online self-service option :(",negative,awaiting my return phone call just would prefer to use your online selfservice option
"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy",negative,if a passenger is to large to put down the armrest and now is using part of my seat what is my recourse nothappy
@SouthwestAir waited 34 mins for baggage MDW&gt;MEM and the in-flight service was suspended so no drink 😕,negative,waited 34 mins for baggage mdwgtmem and the inflight service was suspended so no drink confusedface
@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1),negative,this is ridiculous at clt and we missed our connecting flight because of a chuckhole on runway shameful 11
"@united I mean, your employees were really nice as I literally sobbed?",negative,i mean your employees were really nice as i literally sobbed
"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",positive,provides you the best logistics experience for people all over india mumbai surat navimumbai
@USAirways will you fly me to somewhere warm? I'm tired of this snow! :(,negative,will you fly me to somewhere warm im tired of this snow
@united thanks we'll be in touch!,positive,thanks well be in touch
@JetBlue lmfao.,neutral,lmfao
"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!",positive,i would prefer a similar picture but full of e190 tails but great shot
@united 1 hour since boarding began and we're still sitting at the gate.  #UA507,negative,1 hour since boarding began and were still sitting at the gate ua507
@JetBlue why wouldn't you just credit it right to my account instead of having a separate sign on. That seems pretty ridiculous.,negative,why wouldnt you just credit it right to my account instead of having a separate sign on that seems pretty ridiculous
@USAirways what is the baggage allowance on flights from Glasgow to the US?  Thanks,neutral,what is the baggage allowance on flights from glasgow to the us thanks
@AmericanAir many trips coming up!  I will see you soon 😃,positive,many trips coming up i will see you soon grinningfacewithbigeyes
@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir,negative,4th flight rebooked to is not cancelled flighted woohoo going to make it to
@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.,negative,you cancelled flightled my wifes flight and she has to call but your service wont even let us going on 7 hours now
@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,negative,didnt get her name she was not in our group she was sitting behind us think it was window seat 40 we only overheard
@AmericanAir been on hold to reserve award travel for over 1.5 hrs now. Anyone home?? Or is it a crazy weather issue? http://t.co/cEHrOeurC5,negative,been on hold to reserve award travel for over 15 hrs now anyone home or is it a crazy weather issue
"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?",neutral,traveling from fra thru iad to mco tomorrow concerned abt iad weather cant change until advisory issued any advice
@JetBlue sure is 💙,positive,sure is blueheart
@AmericanAir I need to change a ticket and my res can't be changed online.  I also can't get a call through due to high volume--can u help?,negative,i need to change a ticket and my res cant be changed online i also cant get a call through due to high volumecan u help
@USAirways Know what I like about gate 35X @NationalAirpor ? Nothin.I like nothin bout yo #ghettofab gate #USAirways http://t.co/mAqw2nLNiU,negative,know what i like about gate 35x nothini like nothin bout yo ghettofab gate usairways
@united I need help with a missing bag.,negative,i need help with a missing bag
Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,negative,yes but i will nvr fly w i missed my con flight bc of a coffeemaker on ft1892 couldnt see my father be4 they put him in a coma
@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,positive,thanks guys sweet route over the rockies airplanemodewason
@SouthwestAir Paid for in flight wifi from Austin to San Diego - wasn't useable. :/ Possible to get a refund? Conf #8X7XVM,negative,paid for in flight wifi from austin to san diego wasnt useable possible to get a refund conf 8x7xvm
@SouthwestAir Thnx. Hopefully it's just on the nxt flight up. I've got 3 shows this wknd. Worst case I'll just turn my sweatshirt inside out,negative,thnx hopefully its just on the nxt flight up ive got 3 shows this wknd worst case ill just turn my sweatshirt inside out
"@united Great!  I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable.",negative,great im guessing you were late flight to open service is horrible youre overcharging and dont care that everyone is miserable
@AmericanAir @HeyMyNameIsSEAN Sean if you look at the AA schedule it sometimes gives you a clue if new'airplanes are used. They are gr8,neutral,sean if you look at the aa schedule it sometimes gives you a clue if newairplanes are used they are gr8
@SouthwestAir been on hold for 20 mins to Cancelled Flight my reservation. Can you assist?,negative,been on hold for 20 mins to cancelled flight my reservation can you assist
@SouthwestAir stop Cancelled Flighting my flight I have US history tests to take and chemistry things to learn do you not understand!!!!!!!!!,negative,stop cancelled flighting my flight i have us history tests to take and chemistry things to learn do you not understand
@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice,negative,hours on the phonehung up onall i want is to be on a different flight same day that has an open seat greatservice
@JetBlue flying to Denver March 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago,negative,flying to denver march 1st and my flight itenary keeps getting changed what the heckbooked the trip 3 months ago
"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",negative,vipliveinthevieyard first time we tried to redeem pts for anything it really did not go well disappointed
@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,negative,i used to be a committed continentalairlines flyer until merger i remember now why i switched to communicationfail
JetBlue reading the NYTimes. “@JetBlue: Our fleet's on fleek. http://t.co/lvIrTDtqly”,neutral,jetblue reading the nytimes our fleets on fleek
@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.,positive,thank you for refunding my bag fee i look forward to its return today i hope
@united why are your SFO-&gt;BOS nonstop flights not competitively priced with those of JetBlue and Virgin? $179 vs $324. Identical times.,negative,why are your sfogtbos nonstop flights not competitively priced with those of jetblue and virgin 179 vs 324 identical times
@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?,neutral,i lt3 flying va but life happens and i am trying to change my trip jperhi can you helpva home page will not let me
@AmericanAir why is it from June 1 thru December 31 there are no bus/first milesaaver awards available from cun to nyc? #Explain #whyfly,neutral,why is it from june 1 thru december 31 there are no busfirst milesaaver awards available from cun to nyc explain whyfly
@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,negative,yeah bruh its bool yall niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect
@AmericanAir wow @AmericanAir still screw n stuff up,negative,wow still screw n stuff up
@united  i have a weekend of dealing with your company that would say otherwise.,negative,i have a weekend of dealing with your company that would say otherwise
@AmericanAir is that the flight for tomorrow?,neutral,is that the flight for tomorrow
@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,negative,i wish we were on our way now theres a problem wdeicingthree amp 12 hour delay so far amp sill not sure if well be taking off
"@AmericanAir Uwon't allow me2make changes online, force me2sit thru excess phone wait times&amp;still insist charging crazy fees. Thats service?",negative,uwont allow me2make changes online force me2sit thru excess phone wait timesampstill insist charging crazy fees thats service
@JetBlue oh definitely. I kind of only fly JetBlue.,positive,oh definitely i kind of only fly jetblue
@VirginAmerica BIG Love/gratitude.mpower w/ http://t.co/1AGR9knCpf weRin #OSCARS2105 VIPswagbags@ #AvalonHollywood http://t.co/ybMbGs0dHn,neutral,big lovegratitudempower w werin oscars2105 vipswagbags avalonhollywood
"@AmericanAir Thanks for asking On second plane after maintenance issue, for flight from ORD to LIT. Sitting at gate in very very warm plane",positive,thanks for asking on second plane after maintenance issue for flight from ord to lit sitting at gate in very very warm plane
@USAirways just Cancelled Flighted my flight and told me to call to rebook. Been on hold for 48 minutes at 4 am and still waiting,negative,just cancelled flighted my flight and told me to call to rebook been on hold for 48 minutes at 4 am and still waiting
@AmericanAir you could train your flight attendants to have some manners and decency,negative,you could train your flight attendants to have some manners and decency
@SouthwestAir rules.,positive,rules
"Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks",negative,hey this is your job dont give me the safety spin this is the same plane that broke on the original flight out unitedsucks
@USAirways it would be nice to just pull up to the gate. Still sitting here,negative,it would be nice to just pull up to the gate still sitting here
@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,negative,whats up with the wait times on your customer service line tried 2x on fri and now ive been on for over 15 min
@SouthwestAir #RedCarpet Southwest Companion Pass would be great!,positive,redcarpet southwest companion pass would be great
@AmericanAir you need to work harder on the disconnect between your intention and the reality your passengers face,negative,you need to work harder on the disconnect between your intention and the reality your passengers face
@SouthwestAir chances of flight leaving BNA tomorrow at 6:20 am (to LGA)?,neutral,chances of flight leaving bna tomorrow at 620 am to lga
@SouthwestAir good to know NOW!  Three sets of travelers in just 20 mins standing here waiting for mins to pass by.,negative,good to know now three sets of travelers in just 20 mins standing here waiting for mins to pass by
@united is z and d code airfare refundable?,neutral,is z and d code airfare refundable
@AmericanAir Thank you. It's much appreciated. We have been on the plane for 90 min now at the gate.,positive,thank you its much appreciated we have been on the plane for 90 min now at the gate
"@JetBlue thx, social media person!",positive,thx social media person
@united I sent my details to the customer care link you sent me almost a month ago and no response.,negative,i sent my details to the customer care link you sent me almost a month ago and no response
@USAirways @satesq theres only one flt PHL-CRW per day.,neutral,theres only one flt phlcrw per day
@SouthwestAir retiring with my hubby and it's our 25th wedding anniversary this year! Companion pass please!!,neutral,retiring with my hubby and its our 25th wedding anniversary this year companion pass please
@AmericanAir this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did I mention,negative,this is a big company should be happy to do something for a customer when now its costing more for delays oh and did i mention
@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,negative,it was eventually explained that weather conditions too extreme to get luggage off planes will be sent on but i wont be for days
@USAirways it's not often that an airline is so easy to work with. I needed to change my flight time and the attendants at MKE made my day!,positive,its not often that an airline is so easy to work with i needed to change my flight time and the attendants at mke made my day
@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,positive,learning about your awesome twitter management today in my social media marketing class keep up the good work
“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,neutral,youve met your matchgot status on another airline upgrade hearnoevilmonkey
"“@JetBlue: Our fleet's on fleek. http://t.co/g97HAbyeP5”

SMH",neutral,our fleets on fleek smh
"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",negative,cant link my flight from last week to my trublue account and 1800 num isnt answeringdont make me fly again dont do it
@AmericanAir hahahaha! This is crazy! Well here's to another night at the airport!!,negative,hahahaha this is crazy well heres to another night at the airport
@AmericanAir Yes I am. 2495/1170. RNO departure at 1229 on 2/25 w/connection at DFW to LGA. I can do the 1120am to LAX and then to JFK,negative,yes i am 24951170 rno departure at 1229 on 225 wconnection at dfw to lga i can do the 1120am to lax and then to jfk
