Sentence,Sentiment,Cleaned_Sentence
@USAirways too Late Flight.,negative,too late flight
@USAirways -beg to differ. 4 things booked wrong and still not fixed. Get your act together! #USAirSucks,negative,beg to differ 4 things booked wrong and still not fixed get your act together usairsucks
"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",negative,however is completely under your controlthe price was and still is displayed on
"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",neutral,ua has been rolling out improvements too we think hoping theyll catch up soon meantime ana is our preference
@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.,negative,so the 46hrs that you told me was what a guess theyve apparently had the bag 20hrs now and no call
"@SouthwestAir CEO Gary Kelly, ""You all are absolutely my heroes!"" #SouthwestRally #BWI #bestemployees #swaculture http://t.co/JTxyHQHfJJ",neutral,ceo gary kelly you all are absolutely my heroes southwestrally bwi bestemployees swaculture
"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks",negative,you guys cancelled flightled my flight for today and booked me for tomorrow so unfortunately i have rebooked thanks
@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?,negative,what are my chances of making a connection to el paso aa504 with dfw from sat aa200 delayed 30 minutes
@united I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather,negative,i booked and paid for a flight to get me to denver at a specific time for a meeting you failed it wasnt caused by weather
"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral,if youd love to see more girls be inspired about becoming pilots rt our free woaw event march 28 at abq
"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",negative,totally ruined my birthday weekend by cancelled flighting my flights for no reason and offer no points drink transport nolove cali
@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,neutral,shares rise on q4 financial results usa today
@USAirways not patient - originally 11:51 and now 4:41.,negative,not patient originally 1151 and now 441
@AmericanAir You are having phone issues.  Please fix it!!!!,negative,you are having phone issues please fix it
@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral,do you have bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week
@JetBlue haha thanks Jetblue👌☺️,positive,haha thanks jetblue okhand smilingface
@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,negative,no chance i wait in ord all afternoon for another flight after you screwed me hold 5396
@southwestair Great job celebrating #MardiGras2015 .  You own the industry . Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,positive,great job celebrating mardigras2015 you own the industry another reason im nuts for you
@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,negative,i wish we were on our way now theres a problem wdeicingthree amp 12 hour delay so far amp sill not sure if well be taking off
@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...,negative,2 hours and 7 minutes just want to know im still in the queue
@USAirways 3935. Sitting on a freezing bus because nobody is in the plane. What is up?,negative,3935 sitting on a freezing bus because nobody is in the plane what is up
@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,negative,i was originally trying to share details but the link jimmy samartzis vice president customer experience sent me expired
@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,negative,just hit 4hrs what is typical wait time right now should i drive 2h30m to the airport service desk
"@united to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. Resulting in no sleep",negative,to top it all off your flight attendants talked loudly throug the flight even when the lights were dimmed resulting in no sleep
"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc",negative,yes computer would allow me to get to san diego quick but customer service will not help says cant rebook
@united u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2,negative,u cancelled flighted my flight from iad to jax was supposed to use plane from bna but u used that plane for another destination instead 12
"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up",negative,spoke on the phone 3 or 4 times but no resolution im still waiting to get my money back but now prices are jacked up
"@AmericanAir You should be more timely with bags that missed a flight, people need their undies the next morning!",negative,you should be more timely with bags that missed a flight people need their undies the next morning
@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW,negative,this was the 3rd cancelled flightlation in 2 days due to weather in nashville 3 trips to the airport each time communicated late flight by sw
@JetBlue going to San Juan!,neutral,going to san juan
@SouthwestAir done.0,neutral,done0
@united be patient while I let this string of tweets go out showing people you are bad at your business,negative,be patient while i let this string of tweets go out showing people you are bad at your business
@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup,negative,i hope flight 1855 is not being delayed because flight attendant didnt come to work nobackup
@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.,neutral,do you know what flight the pilots for 1581 are coming in on thanks
@AmericanAir Thanks so much!,positive,thanks so much
@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,neutral,tweet just popped up on my phone with follows missing my favorite southwest pilot and brother
@JetBlue thanks! Have a good Sunday.,positive,thanks have a good sunday
@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,negative,any option for luggage assistance on the ground at hpn flight 2168 delayed 2 hours amp we will have 2 sleeping kids when we land
@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,negative,haha and you have to clean a plane that was held overnight in a hangar sounds lovely also dont lie on screensand say its weather
"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",negative,gate agent hooked me up with alternate flights if you have a way to prevent the constant issues that would rock
@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,negative,thank you for allowing me to spend more money on vacation by buying things i already bought
@united I'm confused. After your @Dulles_Airport agents directed us to go to your website after DELAYS nothing works! http://t.co/cypRHe5GOK,negative,im confused after your agents directed us to go to your website after delays nothing works
@VirginAmerica Lister to my show my on Monday 1230 130,neutral,lister to my show my on monday 1230 130
"@USAirways it a change fee request from a month ago.  after one hour on phone with your team, I’m told 120 day backlog.  Awful.",negative,it a change fee request from a month ago after one hour on phone with your team im told 120 day backlog awful
@USAirways @AmericanAir any help regarding flights out of KPHL would be much appreciated,neutral,any help regarding flights out of kphl would be much appreciated
"@AmericanAir Nope, I have not been rebooked.",negative,nope i have not been rebooked
@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,positive,flight 236 was great fantastic cabin crew a landing thankyou jfk
"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",negative,i want my money back now were sitting on the runway after a 2 hour delay waiting for the baggage to begin loading
@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,negative,not sure why i would bother when the agent at the airport didnt help amp nobody on phone would ticket cancelled flightled for no reason
"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",negative,worst customer service terrible attitudes i dont care how big a storm your employees need an attitude adjustment
"@AmericanAir Retrain in Customer Service first, make proper adjustments when Cancelled Flightling flights. Own up to your Mistakes.",negative,retrain in customer service first make proper adjustments when cancelled flightling flights own up to your mistakes
@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,negative,your policy needs a serious revision for babies fortunately i have choices and choose from here on out
@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,negative,thanks we would like an apology and a full refund please confirm when we will receive
"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",negative,are any flights leaving dc today flight was cancelled flightled been on hold for over an hour
"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???",negative,also they said they couldnt even book the flight they were having to put me on hold amp have someone else do it
@DeltaAssist what I have to say is more than 140 characters! Plus you don't follow me,negative,what i have to say is more than 140 characters plus you dont follow me
@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,negative,i did it but there was a problem in the link from the email for checkin thanks
@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,negative,over charged me one way for baggagefind out others leaving pittsburgh with same equipment werent charged just hung up on me
@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE,negative,i understand ppl make mistakes but dont code something in a way that we cant get reimbursed when its your fault just blatant lie
@SouthwestAir I'll have to drop by next time I visit!,positive,ill have to drop by next time i visit
@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,negative,thats not good enough for all of us affected by the awful organization and timing and have now been set back
@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Broadway World http://t.co/dS22ceeEnj,neutral,has dc thinking about summer with new nantucket service broadway world
@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA,neutral,airways hits new 12month high at 1758 jblu wkrb news
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,negative,frustrating indeed especially when no one knows what the issue is
"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",positive,thanks for offering this service guys
@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr,negative,they dont even give an option to hold just say lines are busy plz try late flightr
@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,negative,is there a united gold number ive been on hold 24 minutes and think i may be lost in nowhereland have a gold reservation help
@AmericanAir my flight number is 3M 50,neutral,my flight number is 3m 50
"@JetBlue thx, social media person!",positive,thx social media person
"@SouthwestAir I was in Nashville and I had to drive 3 and a half hours to Memphis, but I made it as the plane was loading!",negative,i was in nashville and i had to drive 3 and a half hours to memphis but i made it as the plane was loading
@AmericanAir No snow in St. Louis. Cold but no snow. Hub flights welcome.,neutral,no snow in st louis cold but no snow hub flights welcome
@SouthwestAir I just sent it over,negative,i just sent it over
@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!,negative,hey guys thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm pst
@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,neutral,i know that not everybody on flight can be 1st time flying but in case it is people in front deplane 1st not from the back
@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,negative,so i guess you can get to the airport too early need to wait 10mins to checkin really
@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,neutral,you friends flt from ase to denver is cancelled flightled for tomorrow can you help with rebook
"@AmericanAir still no reply to my email sent on 11th February. Even sent an email asking for acknowledgment that's it been recieved, nothing",negative,still no reply to my email sent on 11th february even sent an email asking for acknowledgment thats it been recieved nothing
@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.,negative,then send your jeff smisek on a trip with jetblue or sw and make sure he takes notes i would never choose to fly united again
@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative,requested window seat and confirmed window but got stuck in middle seat not a good way to treat silver member unamusedface
@SouthwestAir has the best customer service!,positive,has the best customer service
@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,negative,your assistance yesterday when u cancelled flightled our flight was to give us a hotel hotline shame on you
@AmericanAir Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control,negative,jacquelyn at charlotte just denied me compensation after 2251 was cancelled flighted due to plane malfunction well within your control
@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,negative,so apparently all of your computers crashed at bwi any update on when flights will be moving
@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.,negative,looking forward to waiting on hold for 9 hrs to reschedule my flight bunch of idiots work for this airline
@united or us air: http://t.co/Eis9hcNPrO,neutral,or us air
"@SouthwestAir check the head of the plane, there has been dynamite placed onto it",neutral,check the head of the plane there has been dynamite placed onto it
@SouthwestAir freezing in the plane,negative,freezing in the plane
@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,negative,heyyyy guyyyys been trying to get through for an hour can someone call me please
@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,positive,can anyone help me upgrade to buisness select cant seem to get hail of the right area at all i know you guys are good
@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,neutral,my flight was 3729but i left my phone on the plane or the shuttle
@USAirways been on hold for almost 2 hours trying to rebook my Cancelled Flighted flight. What in the world?!!!,negative,been on hold for almost 2 hours trying to rebook my cancelled flighted flight what in the world
@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,negative,i purchased main cabin xt for f1571aus flight was cancelled flightled and i was rescheduled on 1600 with regular seats credit
@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,negative,plus you horrible seating and poor customer service everywhere ive flown now you take away the mileage programhorrible
@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!,negative,heard about the charge for 1st bag and tighter seats no need to be a loyal jb customer anymore
@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,negative,continuing you record of never having a flight leave on time add up how much time with with my family you have cost me jetblue
@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,negative,its 430am and wife still doesnt have her luggage which was promised by 8pm and said to be on its way file number dca48810m fail
@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??,negative,sitting at the gate on flight 719 for an hour due to computers being down what backup plan is in place for this
@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,positive,shows us their sense of humor with these tongueincheek flight etiquette videos
"@AmericanAir Ps, I was right.",neutral,ps i was right
@USAirways I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5,negative,i didnt take my original flight i was suppose to arrive last night than by 200pm today didnt get in til 5
@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA,negative,what is happening at reagan airport dca long lines and four people working checkin unhappy dca
@united they did on a delta flight out of LAX which is why I should be compensated for my rental car there.,negative,they did on a delta flight out of lax which is why i should be compensated for my rental car there
@JetBlue That's why I love JetBlue! #truebluemember4life,positive,thats why i love jetblue truebluemember4life
@united silence is very telling,negative,silence is very telling
@VirginAmerica You should still develop an app - then you will be my favorite airline.,neutral,you should still develop an app then you will be my favorite airline
@united I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again,negative,i would take the 500 voucher you offered for miscounting the of seats on your plane but that means i would have to fly you again
@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,negative,conference begins in 3 hours up all night due to delays and still waiting to talk to someone about lost luggage
@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown,negative,777 from sfo to hnl with zero entertainment systemsyouareonyourown
@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,neutral,is there a probability that flight 1330 from dfw to dtw will be delayed or cancelled flighted
@AmericanAir can we get a status update on flight 1457? Are we going to make it home tonight...?,neutral,can we get a status update on flight 1457 are we going to make it home tonight
"@USAirways Been dealing w/ @americanair to solve the probs your team created. Your Manch, NH staff is clearly your C-team, btw. #NotEvenJV",negative,been dealing w to solve the probs your team created your manch nh staff is clearly your cteam btw notevenjv
@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.,negative,every time i check a bag with your airline im confident i will be wearing the same clothes for 3 days please prove me wrong
@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage,neutral,i am good i just did not understand the terminology but the merger brings new verbiage
"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off.",neutral,denver to phoenix i think were finally getting ready to take off
@SouthwestAir your employees at BWI have been amazing!,positive,your employees at bwi have been amazing
"@united yes, I've been waiting for four hours and no one has been able to help me.",negative,yes ive been waiting for four hours and no one has been able to help me
"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",negative,cant get anyone to deal with me in person cowardly customer service i cant be looked in the eyes by anyone
@AmericanAir you guys should really improve the service experience with your on site personnel. This has been one of the worst experiences.,negative,you guys should really improve the service experience with your on site personnel this has been one of the worst experiences
@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...,negative,any plans to implement a callback system on your reflight booking problems line been on hold for over an hour now
@united was trying to change a flight online but got an error can you help via DM?,negative,was trying to change a flight online but got an error can you help via dm
@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,neutral,origindestinationdates are the same going from us airways connecting flight to aa direct flight award is saver level
"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy",negative,if a passenger is to large to put down the armrest and now is using part of my seat what is my recourse nothappy
@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,negative,is profiting in the billions and throwing crap at the people who put them there american is a hurting brand
"@united flight delayed...again...every time. ""Maintenance issues""",negative,flight delayedagainevery time maintenance issues
"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai",negative,hi yes need a free hotel stay in honalulu due to 4 hour delayua53 since we will miss our second flight to kauai
@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed,positive,thanks to marie for reflight booking problems me and my friends im cali bound thanks to this sweet angel blessed
"@united diverged to Burlington, Vermont. This sucks.",negative,diverged to burlington vermont this sucks
@southwestair @cspkcats let us know if we can help,neutral,let us know if we can help
@USAirways Was just on hold with you all for TWO HOURS and then got hung up on. oh my god.,negative,was just on hold with you all for two hours and then got hung up on oh my god
@AmericanAir This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,negative,this is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth
@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!,negative,i dont need to check status of my flight because i was on the plane and you had a door malfunction get it together
@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.,negative,traveling with 2 year old would appreciate you holding up your end of good business and hosting us in our unanticipated layover
"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",neutral,great operation you guys are running more mechanical issues and now taping piece of plane together lol
@united fails again. @SouthwestAir saves the day.,neutral,fails again saves the day
@USAirways @nm4agoodlife      5 hours on hold and no answer . Guess the synergy of a merger was really planned out,negative,5 hours on hold and no answer guess the synergy of a merger was really planned out
@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?,neutral,i was supposed to be on flight 1861 from charlotte to rdu 820pm yesterday is the same flight scheduled for departure tonight
"@AmericanAir Just got a call from baggage dept. ""...still looking for your property"". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!",negative,just got a call from baggage dept still looking for your property its went missing 128 prerecorded no human service
@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,positive,thank u secured room for the night thx to very helpful customer service rep n dorns i thanked her can u 2 goodenoughmother
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative,when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up
@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople,negative,please fix your reservations phone system the weatherbackup could not possibly be bad for 10 days goodgriefpeople
@JetBlue @drwinston001 I think we'll need a selfie as proof...,neutral,i think well need a selfie as proof
"@AmericanAir Thanks! Bleh, disconnected! Let's try this again!!",negative,thanks bleh disconnected lets try this again
@USAirways we are boarding now but have yet to depart.  Thanks for the response.,positive,we are boarding now but have yet to depart thanks for the response
@AmericanAir not yet. I'm next in the terminal a customer service area.,negative,not yet im next in the terminal a customer service area
@SouthwestAir I sent you my conf number yesterday.,negative,i sent you my conf number yesterday
@AmericanAir TSA. When I tried to check in the things I've bought your people told me it was Late Flight to do it. So... I want my things back,negative,tsa when i tried to check in the things ive bought your people told me it was late flight to do it so i want my things back
@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice,negative,hours on the phonehung up onall i want is to be on a different flight same day that has an open seat greatservice
@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.,negative,loosing a lot of business by using barclays i cant believe that you cant apply for a card if you live in iowa
@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,negative,seriously flight cancelled flighted auto rebooked to tuesday then 3hr 26min on hold for nothing renting car want refund
@united Donna and Juan still the best in the United Club_ too bad UAL does not get it,negative,donna and juan still the best in the united club too bad ual does not get it
"@USAirways Batting 1.000! Four flights in a month, all four delayed!",negative,batting 1000 four flights in a month all four delayed
"@jetblue well, we're on our way now, but more than half my tv channels are just static. 😔",negative,well were on our way now but more than half my tv channels are just static pensiveface
@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,negative,just be prepared for a claim if that bag is lost too many valuables to carry in my hands us2146 to aa2924
"@USAirways thank you, but it says the website is down",neutral,thank you but it says the website is down
@AmericanAir what's the status of flight 1357 out of sju?,neutral,whats the status of flight 1357 out of sju
@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?,negative,my sons flight was cancelled flightled today i was on hold 2 hours to no avail can you help me rebook
@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,negative,you really need a better system for handling cancelled flightled flights
"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",negative,surprise me otherwise the flight is over and i dont have a good feeling about your airline
@AmericanAir what are the odds my bag was picked up by someone not me while in another country? Because it says it hasn't been located yet.,negative,what are the odds my bag was picked up by someone not me while in another country because it says it hasnt been located yet
@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir,neutral,trying to go nashville to london and just have no idea when would be a good time to fly out of nashville right now
@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,positive,i knew there was a reason u were my favorite airline just read you answer on twitter in globe this morning great job
@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?,negative,many people on ua6318 are going to miss connections due to long wait time in sfo tarmac seriously u cant find an empty gate
So appreciated! @united,positive,so appreciated
"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool.",negative,you need to retrain your flight attendants saying there is no more room for carry ons when there actually is is not cool
"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes",positive,i really appreciate you alls bhm commercial that aired today during s bookofnegroes
@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D,positive,i lt3 pretty graphics so much better than minimal iconography d
@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2,neutral,i was going to change it to tomorrow because i am concerned if the fllight does make i wont be able to leave the airport 12
Alright... Someone has to stop this! RT @JetBlue: Our fleet's on fleek. http://t.co/lchVJoliDg,neutral,alright someone has to stop this rt our fleets on fleek
@united : thanks! i will catch my conection! :),positive,thanks i will catch my conection
@united you are terrible.,negative,you are terrible
@SouthwestAir I'm on the 110 lol has anyone arrived yet??,neutral,im on the 110 lol has anyone arrived yet
"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",negative,1st u delay my flight for mechanical failurethen 2 hrs on the runway amp 13 hrs late flightr im still here with a lost bag amp no resolution
@USAirways And the number your agent gave me to call says you are not open? And the main number goes to a computer saying it is delivered?,negative,and the number your agent gave me to call says you are not open and the main number goes to a computer saying it is delivered
"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",positive,another perfect flight how come on your planes the sun visors can stay down other carriers make you raise them
@AmericanAir ya but u weren't sitting on the plane.,negative,ya but u werent sitting on the plane
"@united first you lost all my bags, now you Cancelled Flight my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough",negative,first you lost all my bags now you cancelled flight my flight home 30 min wait to talk to somebody poorservice notgoodenough
"@AmericanAir If you care, could you have someone call me to explain what is going on.",negative,if you care could you have someone call me to explain what is going on
"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did.",neutral,we did talk with delta for about hour over phone and i got a number from delta that they asked to give to aa which i did
@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,negative,yes there were plenty of seats available so why did vicky thomas refuse to give one to a million mile flyer
@JetBlue How do I know if my flight was deemed a dark flight?,neutral,how do i know if my flight was deemed a dark flight
"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?",neutral,traveling from fra thru iad to mco tomorrow concerned abt iad weather cant change until advisory issued any advice
@united is z and d code airfare refundable?,neutral,is z and d code airfare refundable
@USAirways on Sunday! Can't wait! See you then,positive,on sunday cant wait see you then
"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",neutral,ah that would explain why crew didnt seem particularly distressed when we pointed it out it was a little startling at first
"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr",negative,how is this considered on time if its arriving at destination half hour late flightr than scheduled
“@SouthwestAir: @saysorrychris Can you follow back for a quick DM? ^SW”followed,neutral,can you follow back for a quick dm swfollowed
Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,negative,made it to costa rica and back missing it already pura vida
@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,positive,another great flight funflightattendants thanks for showing my dad wonderful customer service flt635 lax phx sundayfunday
“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,neutral,youve met your matchgot status on another airline upgrade hearnoevilmonkey
@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,neutral,is there special assistance if i travel alone w2 kids and 1 infant priority boarding
"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.",negative,yes it says my reservation cannot be retrieved at this time also i never got an email from aa saying my flight was cancelled flightled
@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,negative,u kept passengers waiting all night 4 a plane that was being put out of service leaving everyone stranded for night inexcusable
@united another week has passed and I hoped that I would have had a response by now,negative,another week has passed and i hoped that i would have had a response by now
"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta",negative,well to the degree that he could just to know after this experience im cancelled flighting my miles card thank god for
@AmericanAir why a different airport! I have no way of getting to a different airport.,negative,why a different airport i have no way of getting to a different airport
