text,airline_sentiment
@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises,neutral
@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,negative
@SouthwestAir thanks do yall expect to be operational tomorrow out of Nashville?,positive
@SouthwestAir 75 minutes and still waiting for skis to be unloaded. You should be ashamed. It's 1:30 in the morning.,negative
"@USAirways after 3 Cancelled Flightlations and a delay, causing me to miss connecting flight. Another night not being home. Thanks #pathetic",negative
@JetBlue Is that a guarantee? We'll see about that tomorrow morning when I have to fight for a seat.,neutral
@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont),positive
@USAirways I am following you now,neutral
@USAirways thank you! I will be calling you! #CheapOairChat,positive
"@USAirways @AmericanAir @SVLLINDIA provides you the best logistics experience for people all over India.
#Mumbai #Surat #NaviMumbai",positive
@AmericanAir thanks... I finally got through this afternoon.  :),positive
"@AmericanAir now I have to wait ""more than 60 minutes""",negative
"@SouthwestAir @travelportland welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk",neutral
@AmericanAir hahahaha! This is crazy! Well here's to another night at the airport!!,negative
@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?,negative
@AmericanAir - 6 months ago best catering out of all domestic airlines. Today. Worst on the planet. And I've flown almost all of them,negative
"@united thanks for the re-upgrade to 1st class. It may be a 45 min flight, but it is appreciated.",positive
@united I Want a Plane dad,neutral
@AmericanAir Oh trust me. I am in love. It is so beautiful!,neutral
"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)",positive
@SouthwestAir Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!,neutral
@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,negative
@AmericanAir five times at last count,negative
"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didn’t call back. #help",negative
@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.,negative
"@AmericanAir need assistance. very frustrated I can't reach reservations by phone. trying to book online &amp; get ""fare no longer avail"" msg",negative
@AmericanAir Why did  AA973 return to JFK? Thanks :),neutral
@united an update on flight 5979 would be great!,negative
"@united finally made it to rep, who solved my problem.",positive
@united already done that. the answer i got was... oops we can give you miles and we're very sorry. but who pays for my discomfort for 9 h?,negative
@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏,positive
@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.,negative
@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me,negative
@AmericanAir Flight for tomorrow was Cancelled Flightled. New one booked. Seats taken care of. Just a tweet to commend you all on the service. Thanks!,positive
@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,negative
@AmericanAir yeah and what are they gunna? Nothing your whole organization is a joke,negative
@USAirways would help if you flew bigger planes into TLH. All my team mates made it to the training but me.,negative
@SouthwestAir -17mph winds and would do anything to be in Florida right now.. help a sister out!!,neutral
"@USAirways Now, the JFK Baggage Office has actually run out of paper hotel vouchers. #thislinehasntmovedforanhour",negative
@AmericanAir no worries even though I was talking about seat assignment :),positive
@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,negative
"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",negative
@SouthwestAir no one I call knows anything about it so I'm just wondering how to get any? #DestinationDragons,negative
"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized",negative
@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.,negative
"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",negative
@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,positive
"@SouthwestAir very frustrated with your customer service.Open seats on earlier flight, $154 to change. What a rip off!!",negative
@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!,negative
"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail",negative
@VirginAmerica when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love! http://t.co/enIQg0buzj,positive
@JetBlue when will you release flights for February 2016?,neutral
"@USAirways  redeemed themselves!  Flight out at 7:44!!! Had to call and negotiate,  but thank the Lord I'm heading home!!!!!",negative
"@SouthwestAir Why can we no longer change trips with a companion online? Been doing it for years, now get message can't be done online?",negative
@united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.,positive
"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",negative
@USAirways too Late Flight.,negative
@USAirways -beg to differ. 4 things booked wrong and still not fixed. Get your act together! #USAirSucks,negative
"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.",negative
"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",neutral
@united so the 4-6hrs that you told me was what? A guess?? They've apparently had the bag 20hrs now and no call.,negative
"@SouthwestAir CEO Gary Kelly, ""You all are absolutely my heroes!"" #SouthwestRally #BWI #bestemployees #swaculture http://t.co/JTxyHQHfJJ",neutral
"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks",negative
@AmericanAir what are my chances of making a connection to El Paso (AA504) with DFW from SAT (AA200) delayed 30 minutes?,negative
@united I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather,negative
"@JetBlue If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh",neutral
"@SouthwestAir Totally ruined my birthday weekend by Cancelled Flighting my flights for no reason and offer no points, drink, transport. #nolove #cali",negative
@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y,neutral
@USAirways not patient - originally 11:51 and now 4:41.,negative
@AmericanAir You are having phone issues.  Please fix it!!!!,negative
@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral
@JetBlue haha thanks Jetblue👌☺️,positive
@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396,negative
@southwestair Great job celebrating #MardiGras2015 .  You own the industry . Another reason I'm nuts for you! http://t.co/8WBzOrRn3C,positive
@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,negative
@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...,negative
@USAirways 3935. Sitting on a freezing bus because nobody is in the plane. What is up?,negative
@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,negative
@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,negative
"@united to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. Resulting in no sleep",negative
"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc",negative
@united u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2,negative
"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up",negative
"@AmericanAir You should be more timely with bags that missed a flight, people need their undies the next morning!",negative
@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW,negative
@JetBlue going to San Juan!,neutral
@SouthwestAir done.0,neutral
@united be patient while I let this string of tweets go out showing people you are bad at your business,negative
@USAirways I hope flight 1855 is not being delayed because flight attendant didn't come to work! #nobackup,negative
@USAirways do you know what flight the pilots for 1581 are coming in on? Thanks.,neutral
@AmericanAir Thanks so much!,positive
@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,neutral
@JetBlue thanks! Have a good Sunday.,positive
@JetBlue Any option for luggage assistance on the ground at HPN? Flight 2168 delayed 2+ hours &amp; we will have 2 sleeping kids when we land,negative
@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,negative
"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",negative
@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,negative
@united I'm confused. After your @Dulles_Airport agents directed us to go to your website after DELAYS nothing works! http://t.co/cypRHe5GOK,negative
@VirginAmerica Lister to my show my on Monday 1230 130,neutral
"@USAirways it a change fee request from a month ago.  after one hour on phone with your team, I’m told 120 day backlog.  Awful.",negative
@USAirways @AmericanAir any help regarding flights out of KPHL would be much appreciated,neutral
"@AmericanAir Nope, I have not been rebooked.",negative
@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI,positive
"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",negative
@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,negative
"@SouthwestAir worst customer service, Terrible attitudes. I don't care how big a storm.  Your employees need an attitude adjustment",negative
"@AmericanAir Retrain in Customer Service first, make proper adjustments when Cancelled Flightling flights. Own up to your Mistakes.",negative
@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.,negative
@united thanks! We would like an apology and a full refund. Please confirm when we will receive.,negative
"@SouthwestAir are any flights leaving DC today? Flight was Cancelled Flightled, been on hold for over an hour.",negative
"@SouthwestAir also, they said they couldn't even book the flight. They were having to put me on hold &amp; have someone else do it???",negative
@DeltaAssist what I have to say is more than 140 characters! Plus you don't follow me,negative
@VirginAmerica I did it but there was a problem in the link from the email for check-in. thanks,negative
@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,negative
@united I understand ppl make mistakes but don't code something in a way that we can't get reimbursed when it's YOUR fault. Just blatant LIE,negative
@SouthwestAir I'll have to drop by next time I visit!,positive
@united that's not good enough for all of us affected by the awful organization and timing and have now been set back,negative
@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Broadway World http://t.co/dS22ceeEnj,neutral
@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA,neutral
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,negative
"@JetBlue Thanks for offering this service, guys! http://t.co/xDjzkC34GB",positive
@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr,negative
@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.,negative
@AmericanAir my flight number is 3M 50,neutral
"@JetBlue thx, social media person!",positive
"@SouthwestAir I was in Nashville and I had to drive 3 and a half hours to Memphis, but I made it as the plane was loading!",negative
@AmericanAir No snow in St. Louis. Cold but no snow. Hub flights welcome.,neutral
@SouthwestAir I just sent it over,negative
@USAirways hey guys!  Thanks for answering me and thanks for keeping me on hold for an hour on customer service at 12 pm PST!,negative
@SouthwestAir I know that not everybody on flight can be 1st time flying. But in case it is people in front deplane 1st not from the back?!?,neutral
@SouthwestAir So I guess you can get to the airport too early!  Need to wait 10mins to checkin. Really?,negative
@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,neutral
"@AmericanAir still no reply to my email sent on 11th February. Even sent an email asking for acknowledgment that's it been recieved, nothing",negative
@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.,negative
@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒,negative
@SouthwestAir has the best customer service!,positive
@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,negative
@AmericanAir Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control,negative
@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,negative
@USAirways looking forward to waiting on hold for 9 hrs to reschedule my flight.  Bunch of idiots work for this airline.,negative
@united or us air: http://t.co/Eis9hcNPrO,neutral
"@SouthwestAir check the head of the plane, there has been dynamite placed onto it",neutral
@SouthwestAir freezing in the plane,negative
@VirginAmerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,negative
@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good,positive
@USAirways  my flight was #3729...but I left my phone on the plane or the shuttle :(,neutral
@USAirways been on hold for almost 2 hours trying to rebook my Cancelled Flighted flight. What in the world?!!!,negative
@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,negative
@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,negative
@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!,negative
@JetBlue continuing you record of never having a flight leave on time. Add up how much time with with my family you have cost me. #jetblue,negative
@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail,negative
@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??,negative
@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF,positive
"@AmericanAir Ps, I was right.",neutral
@USAirways I didn't take my original flight. I was suppose to arrive last night than by 2:00pm today. Didn't get in til 5,negative
@USAirways What is happening at Reagan Airport DCA? Long lines and four people working checkIn! #unhappy #DCA,negative
@united they did on a delta flight out of LAX which is why I should be compensated for my rental car there.,negative
@JetBlue That's why I love JetBlue! #truebluemember4life,positive
@united silence is very telling,negative
@VirginAmerica You should still develop an app - then you will be my favorite airline.,neutral
@united I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again,negative
@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,negative
@united 777 from SFO to HNL with ZERO entertainment systems???!!!#youareonyourown,negative
@AmericanAir is there a probability that flight 1330 from DFW to DTW will be delayed or Cancelled Flighted?,neutral
@AmericanAir can we get a status update on flight 1457? Are we going to make it home tonight...?,neutral
"@USAirways Been dealing w/ @americanair to solve the probs your team created. Your Manch, NH staff is clearly your C-team, btw. #NotEvenJV",negative
@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.,negative
@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage,neutral
"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off.",neutral
@SouthwestAir your employees at BWI have been amazing!,positive
"@united yes, I've been waiting for four hours and no one has been able to help me.",negative
"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone.",negative
@AmericanAir you guys should really improve the service experience with your on site personnel. This has been one of the worst experiences.,negative
@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...,negative
@united was trying to change a flight online but got an error can you help via DM?,negative
@AmericanAir origin/destination/dates are the same. Going from US Airways connecting flight to AA direct flight. Award is saver level.,neutral
"@USAirways if a passenger is to large to put down the armrest and now is using part of my seat, what is my recourse?  #nothappy",negative
@AmericanAir is profiting in the billions and throwing crap at the people who put them there. American is a hurting brand,negative
"@united flight delayed...again...every time. ""Maintenance issues""",negative
"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai",negative
@AmericanAir thanks to Marie for reFlight Booking Problems me and my friends!!! I'm Cali bound thanks to this sweet angel! #blessed,positive
"@united diverged to Burlington, Vermont. This sucks.",negative
@southwestair @cspkcats let us know if we can help,neutral
@USAirways Was just on hold with you all for TWO HOURS and then got hung up on. oh my god.,negative
@AmericanAir This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,negative
@USAirways i dont need to check status of my flight because i was ON the plane and you had a door malfunction. Get it together!!,negative
@usairways traveling with 2 year old. would appreciate you holding up your end of good business and hosting us in our unanticipated layover.,negative
"@USAirways great operation you guys are running. More mechanical issues, and now taping piece of plane together LOL http://t.co/I5V9wfbtuE",neutral
@united fails again. @SouthwestAir saves the day.,neutral
@USAirways @nm4agoodlife      5 hours on hold and no answer . Guess the synergy of a merger was really planned out,negative
@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?,neutral
"@AmericanAir Just got a call from baggage dept. ""...still looking for your property"". It's went missing 1/28. PRERECORDED NO HUMAN SERVICE!!",negative
@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,positive
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,negative
@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople,negative
@JetBlue @drwinston001 I think we'll need a selfie as proof...,neutral
"@AmericanAir Thanks! Bleh, disconnected! Let's try this again!!",negative
@USAirways we are boarding now but have yet to depart.  Thanks for the response.,positive
@AmericanAir not yet. I'm next in the terminal a customer service area.,negative
@SouthwestAir I sent you my conf number yesterday.,negative
@AmericanAir TSA. When I tried to check in the things I've bought your people told me it was Late Flight to do it. So... I want my things back,negative
@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice,negative
@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.,negative
@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,negative
@united Donna and Juan still the best in the United Club_ too bad UAL does not get it,negative
"@USAirways Batting 1.000! Four flights in a month, all four delayed!",negative
"@jetblue well, we're on our way now, but more than half my tv channels are just static. 😔",negative
@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,negative
"@USAirways thank you, but it says the website is down",neutral
@AmericanAir what's the status of flight 1357 out of sju?,neutral
@SouthwestAir My son's flight was Cancelled Flightled today. I was on hold 2+ hours to no avail. Can you help me rebook?,negative
@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,negative
"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",negative
@AmericanAir what are the odds my bag was picked up by someone not me while in another country? Because it says it hasn't been located yet.,negative
@usairways Trying to go Nashville to London and just have no idea when would be a good time to fly out of Nashville right now. @AmericanAir,neutral
@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job,positive
@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?,negative
So appreciated! @united,positive
"@united you need to retrain your flight attendants. Saying there is no more room for carry ons when there actually is, is not cool.",negative
"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes",positive
@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D,positive
@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2,neutral
Alright... Someone has to stop this! RT @JetBlue: Our fleet's on fleek. http://t.co/lchVJoliDg,neutral
@united : thanks! i will catch my conection! :),positive
@united you are terrible.,negative
@SouthwestAir I'm on the 110 lol has anyone arrived yet??,neutral
"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution",negative
@USAirways And the number your agent gave me to call says you are not open? And the main number goes to a computer saying it is delivered?,negative
"@VirginAmerica another perfect flight.   How come on your planes,  the sun visors can stay down?  Other carriers make you raise them?",positive
@AmericanAir ya but u weren't sitting on the plane.,negative
"@united first you lost all my bags, now you Cancelled Flight my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough",negative
"@AmericanAir If you care, could you have someone call me to explain what is going on.",negative
"@AmericanAir We did talk with Delta for about hour over phone, and I got a number from Delta that they asked to give to AA, which I did.",neutral
@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,negative
@JetBlue How do I know if my flight was deemed a dark flight?,neutral
"@united traveling from FRA thru IAD to MCO tomorrow, concerned abt IAD weather. Can't change until advisory issued? Any advice?",neutral
@united is z and d code airfare refundable?,neutral
@USAirways on Sunday! Can't wait! See you then,positive
"@united ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",neutral
"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr",negative
“@SouthwestAir: @saysorrychris Can you follow back for a quick DM? ^SW”followed,neutral
Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,negative
@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,positive
“@VirginAmerica:You've met your match.Got status on another airline? Upgrade : http://t.co/H952rDKTqy” @asarco_ES_ar ? 🙉,neutral
@VirginAmerica is there special assistance if I travel alone w/2 kids and 1 infant? Priority boarding?,neutral
"@AmericanAir Yes, it says my reservation cannot be retrieved at this time. Also I never got an email from AA saying my flight was Cancelled Flightled.",negative
@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,negative
@united another week has passed and I hoped that I would have had a response by now,negative
"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta",negative
@AmericanAir why a different airport! I have no way of getting to a different airport.,negative
@SouthwestAir 2nd leg of trip Cancelled Flightled. Been on hold 1.5 hrs. Will we lose our $ if we don't speak to someone before first flight leaves?,negative
"@JetBlue Love you, bae. #JetBae",positive
@USAirways — I had exceptional service on flight #403 from IND to PHX!!,positive
"@JetBlue Hello Good afternoon how are you, I need know how much flying for summer from june 13th.",neutral
"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice",negative
@united Morning! 4603 has been delayed by 7 hours. Can you get me to Newark for my 10am meeting?,negative
@AmericanAir thank you. They are processing my refund.,positive
"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united",negative
@AmericanAir Still waiting on bags from flight 1613/2440 yesterday  First Class passenger not happy with your service.,negative
@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,negative
@united  i have a weekend of dealing with your company that would say otherwise.,negative
@VirginAmerica trying to book a flight with you guys and your website won't let me... about to lose my business,negative
@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,negative
@united thank you!,positive
"fuck you, @united and your shitty fucking information http://t.co/scQUjbvsTA",negative
@AmericanAir you Cancelled Flightled my wife's flight and she has to call but your service won't even let us. Going on 7 hours now.,negative
@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.,negative
"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft.",negative
@AmericanAir thank you!,positive
@AmericanAir many trips coming up!  I will see you soon 😃,positive
"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?",neutral
@SouthwestAir k thanks :),neutral
@JetBlue why is the buffalo flight so Late Flight?,negative
"@AmericanAir your DCA baggage claim employees should realize a please, a thank you and an apology can go a long way #customerservice #DCA",negative
"@united yes, but it's not looking. The ticket agent at out terminal dismissed us and we missed a chance at a Miami flight then to DR",negative
@USAirways  Have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours,negative
@USAirways who would like to watch the video of how loyal customers are really treated while asking for an explanation for our 6 hour delay?,negative
@JetBlue still waiting for bags from flight 26. It landed an hour ago.,negative
"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options.",negative
@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,negative
Why doesn't @AmericanAir provide a means for dialogue?  What is the fear that drives this decision?  #worstcustomerserviceever,negative
"@JetBlue I lost a day at the airport and off my trip, I should be compensated for the inconvenience!!!!!",negative
@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,positive
@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?,negative
@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.,negative
@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,neutral
@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,neutral
JetBlue reading the NYTimes. “@JetBlue: Our fleet's on fleek. http://t.co/lvIrTDtqly”,neutral
"@united Good evening, UA. Can you assist with an issue via DM?",neutral
@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable,negative
"@USAirways US 728 returned to gate to get ""MEL"" sticker. Oh, look. We heard from pilot! No clue what an MEL sticker is. Anyone?",negative
"@USAirways I wasnt  flying your airline tonight, however a friend was and I was present for her help. I flying United and they could learn.",positive
@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L,negative
"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight",negative
"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",negative
@united I do not see where it talks about military baggage fees. Can you please guide me. Thanks,neutral
"@SouthwestAir Been on hold over 90 minutes. You can fly, but not answer the phone?",negative
"@JetBlue spoken to 2 reps. Once I'm allowed to check my bag and through the TSA checkpoint, I guarantee I will be talking to someone.",negative
@SouthwestAir yeah bruh its bool y'all niggaz just need to hire some more workers or something cause next time imma be forced ta disrespect.,negative
"@AmericanAir My reservation is on hold, not me.  Wish I was on hold but that's not possible with the phone issues at #americanair",negative
@SouthwestAir All good... beers and #oscars2015 ar #DIA,positive
@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou,negative
"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",negative
@USAirways are the bags off Flight 1898 CLT to JFK? We landed last night just before midnight.,negative
@USAirways 1 1/2 hours on hold to customer service without anyone answering is more than ridiculous!,negative
@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,negative
@usairways  my flight has been Cancelled Flightled. On hold for 2+ hrs to reschedule. Need help now.  Taking way too long http://t.co/NeHnsDCkTY,negative
@SouthwestAir allows other passengers 2 harass u after their gate agents mistakeFURIOUS they are doing NOTHING about it &amp; my 6yo was scared,negative
@JetBlue So what about the plane stuck in Newburgh won't start.  It that weather reLate Flightd as well.  These passengers on plane for 10 hrs.,negative
@USAirways why are you letting us go to the runway if there are mechanical problems. #wewantcomps,negative
@USAirways if I cant get through to reservations how can they take a look? 2+ hour hold times are not reasonable in any industry!,negative
@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today,neutral
@jetblue what good with the inflight WiFi?,neutral
"Sorry, @united. I accidentally popuLate Flightd with you instead of @USAirways. Can't wait 'til ""U"" are the only ""U"" in the sky. #NewAmericanStinks",neutral
@USAirways not moving we are in the tarmac delayed for some unknown reason. I'll keep you posted,negative
"Still thinking, those PJs may have me sold @AmericanAir @momsgoodeats We'd #love to have you on board with us! @MandarinJourney here I come",positive
"@SouthwestAir: #VIPLiveintheVieyard - first time we tried to redeem pts for *anything*, it really did not go well. #disappointed",negative
@USAirways 1899. Thanks,positive
@united is my favorite airline.,positive
@united YOU SUCK!,negative
@AmericanAir face palm!!! Cannot believe the last 24 hrs 1.5 hrs of sleep and No and no and what you can't do......,negative
